IMDB ID,Title,Actors,Writer,Genre,Plot
tt6710836,Spirit Riding Free,"Amber Frank, Bailey Gambertoglio, Sydney Park, Nolan North",Aury Wallington,"Animation, Adventure, Family, Western",The wild west adventures of a free-spirited girl and her wild stallion horse companion.
tt0083483,St. Elsewhere,"Ed Begley Jr., William Daniels, Howie Mandel, David Morse","Joshua Brand, John Falsey, John Masius, Mark Tinker",Drama,"The lives and work of the staff of St. Eligius Hospital, an old and disrespected Boston teaching hospital."
tt4800878,Stan Lee's Lucky Man,"James Nesbitt, Sienna Guillory, Darren Boyd, Amara Karan","Neil Biswas, Stan Lee","Action, Crime, Drama, Sci-Fi, Thriller",From the mind of comic book legend Stan Lee comes a bold new action crime series about a brilliant but flawed police officer with the power to control luck.
tt0286151,Star,"Clive Owen, Michael Beattie, Toru Tanaka Jr., DTeflon","Guy Ritchie, Joe Sweet","Action, Short, Comedy","The Driver now carries an arrogant rock star who is visiting a major city (not Pittsburgh as earlier believed). Played by Madonna, this title character wants to get away from her bodyguards..."
tt0796366,Star Trek,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana","Roberto Orci, Alex Kurtzman, Gene Roddenberry (television series ""Star Trek"")","Action, Adventure, Sci-Fi",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
tt0106145,Star Trek: Deep Space Nine,"Avery Brooks, Rene Auberjonois, Cirroc Lofton, Alexander Siddig","Rick Berman, Michael Piller","Action, Adventure, Drama, Sci-Fi","In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy."
tt5171438,Star Trek: Discovery,"Sonequa Martin-Green, Doug Jones, Anthony Rapp, Mary Wiseman","Alex Kurtzman, Bryan Fuller","Action, Adventure, Drama, Sci-Fi","Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien."
tt0244365,Star Trek: Enterprise,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating","Rick Berman, Brannon Braga","Action, Adventure, Drama, Sci-Fi","A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation."
tt0069637,Star Trek: The Animated Series,"William Shatner, Leonard Nimoy, DeForest Kelley, George Takei",Gene Roddenberry,"Animation, Action, Adventure, Family, Sci-Fi","The further adventures of Captain James T. Kirk and the crew of the USS Enterprise, as they explore the galaxy and defend the United Federation of Planets."
tt0092455,Star Trek: The Next Generation,"Patrick Stewart, Jonathan Frakes, LeVar Burton, Marina Sirtis",Gene Roddenberry,"Action, Adventure, Mystery, Sci-Fi","Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before."
tt0112178,Star Trek: Voyager,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill","Rick Berman, Michael Piller, Jeri Taylor","Action, Adventure, Sci-Fi","Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home."
tt2758770,Star vs. the Forces of Evil,"Eden Sher, Adam McArthur, Grey Griffin, Daron Nefcy","Daron Nefcy, David Wasson, Jordana Arkin","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Intergalactic warrior Star Butterfly arrives on Earth to live with the Diaz family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her."
tt2930604,Star Wars Rebels,"Taylor Gray, Dave Filoni, Vanessa Marshall, Freddie Prinze Jr.","Simon Kinberg, Carrie Beck, Dave Filoni","Animation, Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.
tt8336340,Star Wars Resistance,"Christopher Sean, Suzie McGrath, Josh Brener, Scott Lawrence","Carrie Beck, Dave Filoni, Kiri Hart","Animation, Action, Adventure, Sci-Fi","Kazuda Xiono, a young pilot for the Resistance, is tasked with a top secret mission to investigate the First Order, a growing threat in the galaxy."
tt1185834,Star Wars: The Clone Wars,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","Henry Gilroy, Steven Melching, Scott Murphy","Animation, Action, Adventure, Family, Fantasy, Sci-Fi","After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission."
tt0118480,Stargate SG-1,"Amanda Tapping, Christopher Judge, Michael Shanks, Richard Dean Anderson","Jonathan Glassner, Brad Wright","Action, Adventure, Drama, Sci-Fi","A secret military team, SG-1, is formed to explore other planets through the recently discovered Stargates."
tt0374455,Stargate: Atlantis,"Joe Flanigan, Rachel Luttrell, David Hewlett, Jason Momoa","Robert C. Cooper, Brad Wright","Action, Adventure, Drama, Sci-Fi","An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy, The Wraith."
tt0335438,Starsky & Hutch,"Ben Stiller, Owen Wilson, Snoop Dogg, Fred Williamson","William Blinn (characters), Stevie Long (story), John O'Brien (story), John O'Brien (screenplay), Todd Phillips (screenplay), Scot Armstrong (screenplay)","Comedy, Crime","Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear""."
tt5028002,StartUp,"Adam Brody, Edi Gathegi, Otmara Marrero, Kristen Ariza",Ben Ketai,"Crime, Thriller","A desperate banker, a Haitian-American gang lord, and a Cuban-American hacker are forced to work together to unwittingly create their version of the American dream - organized crime 2.0."
tt0247729,Static Shock,"Phil LaMarr, Jason Marsden, Kevin Michael Richardson, Michele Morgan","Denys Cowan, Michael Davis, Derek Dingle, Dwayne McDuffie, Christopher Priest","Animation, Action, Adventure, Family, Sci-Fi","In the city of Dakota, a teenage boy with electricity based powers, with the help of his inventive friend, fights crime as a superhero."
tt7053188,Station 19,"Jaina Lee Ortiz, Jason George, Grey Damon, Barrett Doss",Stacy McKee,"Action, Drama, Romance, Thriller",Follows the men and women of a Seattle firehouse.
tt1910272,Steins;Gate,"Mamoru Miyano, Asami Imai, Kana Hanazawa, Ashly Burch",  ,"Animation, Comedy, Drama, Romance, Sci-Fi, Thriller","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans."
tt0101205,Step by Step,"Patrick Duffy, Suzanne Somers, Staci Keanan, Brandon Call","William Bickley, Robert L. Boyett, Thomas L. Miller, Michael Warren","Comedy, Family, Romance","Two families become one, step by step."
tt3061046,Steven Universe,"Zach Callison, Deedee Magno, Michaela Dietz, Estelle",Rebecca Sugar,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Musical, Mystery, Sci-Fi","A team of intergalactic warriors fights to protect the universe, but the combination of three highly trained beings and one quirky young boy leaves the team struggling to overcome the dangerous scenarios that are put in front of them."
tt0281491,Still Game,"Ford Kiernan, Greg Hemphill, Paul Riley, Gavin Mitchell",  ,Comedy,"Cult Scottish comedy about the lives of two OAP's Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional area of Glasgow, Craiglang."
tt3868848,Stitchers,"Emma Ishta, Kyle Harris, Ritesh Rajan, Salli Richardson-Whitfield",Jeff Schechter,"Crime, Drama, Sci-Fi","A young woman is recruited into a secret government agency to be ""stitched"" into the minds of the recently deceased, using their memories to investigate murders."
tt1785123,Storage Wars,"Brandi Passante, Jarrod Schulz, Laura Dotson, Darrell Sheets",  ,Reality-TV,Four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. these seasoned veterans have found everything from coffins to the world's most...
tt4574334,Stranger Things,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown","Matt Duffer, Ross Duffer","Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","When a young boy disappears, his mother, a police chief, and his friends must confront terrifying forces in order to get him back."
tt10050778,Street Food,  ,  ,  ,  
tt3027156,Street Outlaws,"Kye Kelley, Travis Santa Cruz, Bobby Decote, Scott Taylor",  ,Reality-TV,An inside look into the world of American street racing
tt1492179,Strike Back,"Philip Winchester, Sullivan Stapleton, Michelle Lukes, Daniel MacPherson",  ,"Action, Drama, Thriller","Follows the actions of Section 20, a secretive unit of British military intelligence. A team of special operations personnel conduct several high risk missions across the globe."
tt0485842,Studio 60 on the Sunset Strip,"Matthew Perry, Amanda Peet, Bradley Whitford, Steven Weber",Aaron Sorkin,"Comedy, Drama",A behind-the-scenes look at a fictional sketch-comedy television show.
tt1741256,Suburgatory,"Jeremy Sisto, Jane Levy, Carly Chaikin, Allie Grant",Emily Kapnek,Comedy,"Tessa Altman is used to the big city but when her dad moves her away, she has to adapt to her new suburban life in Chatswin."
tt7197684,Suburra: Blood on Rome,"Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli",  ,"Action, Crime","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
tt7660850,Succession,"Hiam Abbass, Nicholas Braun, Brian Cox, Kieran Culkin",Jesse Armstrong,Drama,Succession follows a dysfunctional American global-media family.
tt0169277,Sucedió en el internado,"María Valenzuela, Mariana Karr, Julio De Grazia, Adrián Martel",José P. Dominiani,"Crime, Horror, Mystery",  
tt1632701,Suits,"Gabriel Macht, Rick Hoffman, Sarah Rafferty, Patrick J. Adams",Aaron Korsh,"Comedy, Drama","On the run from a drug deal gone bad, Mike Ross, a brilliant college dropout, finds himself a job working with Harvey Specter, one of New York City's best lawyers."
tt4016454,Supergirl,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, David Harewood","Ali Adler, Greg Berlanti, Andrew Kreisberg","Action, Adventure, Drama, Sci-Fi",The adventures of Superman's cousin in her own superhero career.
tt0460681,Supernatural,"Jared Padalecki, Jensen Ackles, Misha Collins",Eric Kripke,"Drama, Fantasy, Horror, Mystery, Thriller","Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth."
tt4477976,Superstore,"Lauren Ash, America Ferrera, Ben Feldman, Colton Dunn",Justin Spitzer,Comedy,A look at the lives of employees at a big box store.
tt3247714,Survivor,"Paddy Wallace, Parker Sawyers, Bashar Rahal, Royce Pierreson",Philip Shelby,"Action, Crime, Thriller","A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit."
tt1747551,Swamp People,"Troy Landry, Junior Edwards, R.J. Molinere, Liz Cavalier",  ,"Action, Reality-TV","Welcome to one of America's last frontiers: the wild swamplands of Southern Louisiana, a place whose history stretches back to the 17th century. It's the start of the most exciting-and ..."
tt1758772,Switched at Birth,"Katie Leclerc, Vanessa Marano, Constance Marie, D.W. Moffett",Lizzy Weiss,"Drama, Family, Romance",Two teenage girls' lives are turned upside down when they find out they were switched at birth.
tt2250192,Sword Art Online,"Yoshitsugu Matsuoka, Bryce Papenbrook, Haruka Tomatsu, Cherami Leigh",  ,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Thriller","In the year 2022, thousands of people get trapped in a new virtual MMORPG and the lone wolf player, Kirito, works to escape."
tt7978710,Sword Art Online: Alternative Gun Gale Online,"Morgan Berry, Kira Buckland, Reba Buhr, Ray Chase",  ,"Animation, Action, Adventure, Fantasy, Sci-Fi","Karen Kohiruimaki always felt out of place in the real world. Due to her extreme height, she found it hard to make friends with other girls her age. Everything changes when she's introduced..."
tt3647998,Taboo,"Tom Hardy, David Hayman, Jonathan Pryce, Oona Chaplin","Chips Hardy, Tom Hardy, Steven Knight","Drama, Mystery, Thriller","Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost - even murder."
tt5679248,Taboo-Tattoo,"Jamie Marchi, Rachel Robinson, Kristen McGuire",  ,"Animation, Action, Comedy","""Tattoos"" - ancient weapons that drastically enhance the physical abilities of their users, known as the ""Sealed,"" allowing them to bring forth supernatural phenomena when activated through..."
tt5612866,Take Two,"Rachel Bilson, Eddie Cibrian, Xavier de Guzman, Alice Lee","Andrew W. Marlowe, Terri Edda Miller","Comedy, Crime, Drama, Mystery",A private investigator in Los Angeles reluctantly teams up with a former star of a hit cop show.
tt0936501,Taken,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries","Luc Besson, Robert Mark Kamen","Action, Thriller","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
