IMDB ID,Title,Actors,Writer,Genre,Plot
tt0955308,Robin Hood,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt","Brian Helgeland (screenplay), Brian Helgeland (story), Ethan Reiff (story), Cyrus Voris (story)","Action, Adventure, Drama, History, Romance","In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power."
tt0437745,Robot Chicken,"Seth Green, Matthew Senreich, Breckin Meyer","Matthew Senreich, Seth Green, Mike Fasolo","Animation, Action, Comedy, Drama, Sci-Fi, Thriller",Pop culture references fly thick and fast as stop-motion animation is featured in sketches lampooning everything from television movies to comic books.
tt8454808,Robozuna,Hannah Arterton,  ,Animation,An orphan boy and his homemade robot friend work to free their country from an evil empire and its legion of robots.
tt0244926,Rocket Power,"Joseph Ashton, Shayna Fox, John Kassir, Ray Bumatai","Andrew McElfresh, Gabor Csupo, Arlene Klasky, Michael Bloom, Eryk Casemiro, Victor Wilson","Animation, Family, Sport","Four friends and their daily lives of playing extreme sports, surfing, and getting into some crazy situations."
tt0106115,Rocko's Modern Life,"Carlos Alazraqui, Tom Kenny, Charlie Adler, Mr. Lawrence","Joe Murray, Mr. Lawrence","Animation, Comedy, Family",The wacky misadventures of an Australian wallaby and his friends as he finishes his transition to American life.
tt0479528,Rogue,"Radha Mitchell, Michael Vartan, Sam Worthington, Caroline Brazier",Greg McLean,"Action, Adventure, Horror, Thriller",An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.
tt0384766,Rome,"Kevin McKidd, Ray Stevenson, Polly Walker, Kerry Condon","Bruno Heller, William J. MacDonald, John Milius","Action, Drama, History, Romance, War",A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.
tt1442065,Rookie Blue,"Missy Peregrym, Gregory Smith, Enuka Okuma, Travis Milne","Morwyn Brebner, Tassie Cameron, Ellen Vanstone","Crime, Drama",Andy McNally and her friends are out of the academy and must adjust to the challenging life of a police officer at the 15th Division in Toronto.
tt1161684,Rosario + Vampire,"Daisuke Kishio, Nana Mizuki, Tia Lynn Ballard, Leah Clark",  ,"Animation, Comedy, Fantasy, Romance",Tskune accidentally gets on a bus to a school of monsters.
tt0120036,Rosewood,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill",Gregory Poirier,"Action, Drama, History",A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.
tt0201391,Roswell,"Shiri Appleby, Jason Behr, Katherine Heigl, Majandra Delfino",Jason Katims,"Drama, Mystery, Sci-Fi, Thriller",The lives of three young alien/human hybrids with extraordinary gifts in Roswell.
tt7588054,"Roswell, New Mexico","Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles",Carina Adly MacKenzie,"Drama, Romance, Sci-Fi","A reimagining of Roswell, which centers on the residents of New Mexico, where aliens live undercover among humans."
tt1319735,Royal Pains,"Mark Feuerstein, Paulo Costanzo, Reshma Shetty, Brooke D'Orsay","Andrew Lenchewski, John P. Rogers","Comedy, Drama",An unfairly discredited but brilliant diagnostic surgeon winds up working with his cheesy brother in the Hamptons as a concierge doctor to the uber-rich and ultra-elite.
tt0101188,Rugrats,"Elizabeth Daily, Kath Soucie, Melanie Chartoff, Cheryl Chase","Paul Germain, Gabor Csupo, Arlene Klasky","Animation, Adventure, Comedy, Family",The cartoon misadventures of four babies and their snotty older cousin as they face the things in life they don't understand.
tt0160797,Rules of Engagement,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley","Jim Webb (story), Stephen Gaghan (screenplay)","Drama, Thriller, War",An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a third world country.
tt1353056,RuPaul's Drag Race,"RuPaul, Michelle Visage, Santino Rice",  ,"Game-Show, Reality-TV",RuPaul searches for America's next drag superstar.
tt1979319,Rurouni Kenshin Part I: Origins,"Colleen Clinkenbeard, J. Michael Tatum, Patrick Seitz, Takeru Satoh","Nobuhiro Watsuki (manga), Kiyomi Fujii (screenplay), Keishi Ohtomo (screenplay)","Action, Drama, History",A former assassin who has resolved to never kill again has his vow sorely tested.
tt7520794,Russian Doll,"Natasha Lyonne, Charlie Barnett, Greta Lee, Elizabeth Ashley","Leslye Headland, Natasha Lyonne, Amy Poehler","Comedy, Drama, Mystery",A cynical young woman in New York City keeps dying and returning to the party that's being thrown in her honor on that same evening. She tries to find a way out of this strange time loop.
tt6111130,S.W.A.T.,"Shemar Moore, Stephanie Sigman, Alex Russell, Lina Esco","Shawn Ryan, Aaron Rahsaan Thomas","Action, Adventure, Crime, Drama, Thriller",Follows a locally born and bred S.W.A.T. lieutenant who is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.
tt0115341,"Sabrina, the Teenage Witch","Melissa Joan Hart, Nick Bakay, Caroline Rhea, Beth Broderick","Jonathan Schmock, Nell Scovell","Comedy, Family, Fantasy","When a 16-year-old high school student finds out she's a witch, her two aunts offer guidance on how to control her newly-discovered magical powers."
tt6077448,Sacred Games,"Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte, Neeraj Kabi",  ,"Action, Crime, Drama, Thriller","A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
tt7902072,Safe,"Michael C. Hall, Amy James-Kelly, Amanda Abbington, Freddie Thorp",Harlan Coben,"Drama, Mystery","After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him."
tt0114327,Sailor Moon,"Susan Roman, Jill Frappier, Katie Griffin, Ron Rubin",  ,"Animation, Action, Adventure, Comedy, Family, Fantasy, Romance",The magical action-adventures of a teenage girl who learns of her destiny as the legendary warrior Sailor Moon and must band together with the other Sailor Soldiers to defend the Earth and Galaxy.
tt3124992,Sailor Moon Crystal,"Kotono Mitsuishi, Ryô Hirohashi, Kenji Nojima, Michelle Ruff",  ,"Animation, Action, Drama",Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.
tt2963254,Salem,"Janet Montgomery, Shane West, Seth Gabel, Tamzin Merchant","Brannon Braga, Adam Simon","Drama, Fantasy, Thriller",Supernatural horror loosely based on Salem's 17th century witch trials.
tt6170874,Salvation,"Santiago Cabrera, Jennifer Finnigan, Charlie Rowe, Jacqueline Byers","Elizabeth Kruger, Craig Shapiro, Matt JL Wheeler","Drama, Sci-Fi, Thriller",An MIT grad student and a tech superstar bring a low-level Pentagon official a staggering discovery--that an asteroid is just six months away from colliding with Earth.
tt2487090,Sam & Cat,"Jennette McCurdy, Ariana Grande, Cameron Ocasio, Maree Cheatham",Dan Schneider,"Comedy, Drama, Family",A pair of roommates start a baby-sitting service to earn extra cash.
tt6626676,Samantha!,"Emanuelle Araújo, Douglas Silva, Cauã Gonçalves, Sabrina Nonata",Felipe Braga,Comedy,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into stardom."
tt0423731,Samurai Champloo,"Kazuya Nakai, Ginpei Sato, Ayako Kawasumi, Steve Blum",  ,"Animation, Action, Adventure, Comedy, Drama, Thriller","Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers."""
tt0278238,Samurai Jack,"Phil LaMarr, Mako",Genndy Tartakovsky,"Animation, Action, Adventure, Fantasy, Sci-Fi, Thriller",A samurai sent through time fights to return home and save the world.
tt0965394,Sanctuary,"Amanda Tapping, Robin Dunne, Christopher Heyerdahl, Ryan Robbins",Damian Kindler,"Drama, Fantasy, Mystery, Sci-Fi","Stem cells, gene therapy, transplants, and cloning have changed the definition of ""humanity"" in the modern world, but the darker side contains monsters that only few are brave enough to face, because the future lies in their hands."
tt5580540,Santa Clarita Diet,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo",Victor Fresco,"Comedy, Horror","Sheila and Joel are married real estate agents in Santa Clarita, California. When Sheila dies, their lives take a dark turn."
tt0072562,Saturday Night Live,"Don Pardo, Lenny Pickett, Darrell Hammond, Kenan Thompson",Lorne Michaels,"Comedy, Music",A famous guest host stars in parodies and sketches created by the cast of this witty show.
tt0096694,Saved by the Bell,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond, Lark Voorhies",Sam Bobrick,"Comedy, Family, Romance","A close knit group of six friends try to make it through their teens while attending Bayside High School in Palisades, California."
tt1954804,Saving Hope,"Erica Durance, Michael Shanks, Benjamin Ayres, Julia Chan","Morwyn Brebner, Malcolm MacRury","Drama, Fantasy",A supernatural medical drama that centers around the lives of the doctors and nurses of Hope Zion Hospital.
tt1837576,Scandal,"Kerry Washington, Darby Stanchfield, Katie Lowes, Guillermo Díaz",Shonda Rhimes,"Drama, Thriller",A former White House Communications Director starts her own crisis management firm only to realize her clients are not the only ones with secrets.
tt3526078,Schitt's Creek,"Eugene Levy, Catherine O'Hara, Dan Levy, Annie Murphy","Dan Levy, Eugene Levy",Comedy,"When rich video-store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek."
tt0083475,Scooby-Doo and Scrappy-Doo,"Casey Kasem, Don Messick, Heather North, Frank Welker",  ,"Animation, Comedy, Family, Mystery","Fred, Daphne, Velma, Shaggy and Scooby-Doo travel from town to town in their van, The Mystery Machine, solving cases of hauntings, monsters and unexplained occurrences. Joining the gang is ..."
tt1660055,Scooby-Doo! Mystery Incorporated,"Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard","Joe Ruby, Ken Spears","Animation, Action, Adventure, Comedy, Crime, Drama, Family, Fantasy, Horror, Mystery","Scooby-Doo and the gang attempt to solve creepy mysteries in the town of Crystal Cove, a place with a history of eerie supernatural events."
tt3514324,Scorpion,"Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",Nick Santora,"Action, Crime, Drama, Thriller",An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.
tt0117571,Scream,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth",Kevin Williamson,"Horror, Mystery","A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game."
tt4145384,Scream Queens,"Emma Roberts, Lea Michele, Abigail Breslin, Keke Palmer","Ian Brennan, Brad Falchuk, Ryan Murphy","Comedy, Horror, Mystery","A semi-anthology series that centers on returning characters being terrorized by a serial killer in different locations, including a university and a hospital."
tt3921180,Scream: The TV Series,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Carlson Young","Jay Beattie, Jill E. Blotevogel, Dan Dworkin","Crime, Drama, Horror, Mystery, Thriller",A serialized anthology series that follows a group of teenagers being targeted by a masked serial killer.
tt0285403,Scrubs,"Donald Faison, John C. McGinley, Ken Jenkins, Zach Braff",Bill Lawrence,"Comedy, Drama","In the unreal world of Sacred Heart Hospital, intern John ""J.D."" Dorian learns the ways of medicine, friendship, and life."
tt6473344,SEAL Team,"David Boreanaz, Max Thieriot, Jessica Paré, Neil Brown Jr.",Benjamin Cavell,"Action, Drama, War","The lives of the elite Navy S.E.A.L.s as they train, plan and execute the most dangerous, high-stakes missions our country can ask."
tt4976512,Secret City,"Anna Torv, Jacki Weaver, Marcus Graham, Sacha Horler",  ,"Mystery, Thriller","Beneath the placid facade of Canberra, amidst rising tension between China and America, senior political journalist Harriet Dunkley uncovers a secret city of interlocked conspiracies, putting innocent lives in danger including her own."
tt1000734,Secret Diary of a Call Girl,"Billie Piper, Iddo Goldberg, Cherie Lunghi, Ashley Madekwe",Lucy Prebble,Drama,Based on the popular diary of the anonymous sex worker known only as Belle de Jour.
tt0098904,Seinfeld,"Jerry Seinfeld, Michael Richards, Jason Alexander, Julia Louis-Dreyfus","Larry David, Jerry Seinfeld",Comedy,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.
tt1339238,Sekirei,"Leah Clark, Joel McDonald, Alexis Tipton, Tia Lynn Ballard",  ,"Animation, Action, Comedy, Fantasy","Shy and awkward, but moral and caring late teenager Minato, after failing to get into college again, runs into Musubi, a girl his age who surprises him with her superhuman abilities. He's ..."
tt2431438,Sense8,"Doona Bae, Jamie Clayton, Tina Desai, Tuppence Middleton","J. Michael Straczynski, Lana Wachowski, Lilly Wachowski","Drama, Mystery, Sci-Fi, Thriller","A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order."
tt4584326,Seraph of the End,"Miyu Irino, Micah Solusod, Saori Hayami, Nobuhiko Okamoto",  ,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi","In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth."
tt5861440,Servamp,"Alejandro Saab, Brian Olvera, Kristen McGuire",  ,"Animation, Action, Comedy, Drama, Sci-Fi, Thriller","The story revolves around a 16-year-old boy named Marihu Shirts who likes simple things and dislikes difficult things.One day,he picks up a stray black cat he find in the middle of the road..."
tt0063951,Sesame Street,"Caroll Spinney, Frank Oz, Jerry Nelson, Martin P. Robinson",  ,"Animation, Comedy, Family, Fantasy, Music","On a special inner city street, the inhabitants, human and muppet, teach preschool subjects with comedy, cartoons, games, and songs."
tt6297682,Seven Seconds,"Clare-Hope Ashitey, Michael Mosley, David Lyons, Russell Hornsby",Veena Sud,"Crime, Drama",Tensions run high between African American citizens and Caucasian cops in Jersey City when a teenage African American boy is critically injured by a cop.
tt1000774,Sex and the City,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon","Michael Patrick King, Candace Bushnell (book), Darren Star (television series creator)","Comedy, Drama, Romance",A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
tt7767422,Sex Education,"Asa Butterfield, Gillian Anderson, Emma Mackey, Alistair Petrie",Laurie Nunn,"Comedy, Drama",A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.
tt1286039,SGU Stargate Universe,"Robert Carlyle, Louis Ferreira, Brian J. Smith, Elyse Levesque","Robert C. Cooper, Brad Wright","Drama, Sci-Fi","Trapped on an Ancient spaceship billions of light-years from home, a group of soldiers and civilians struggle to survive and find their way back to Earth."
tt4118584,Shades of Blue,"Jennifer Lopez, Ray Liotta, Drea de Matteo, Dayo Okeniyi",Adi Hasak,"Crime, Drama","Harlee Santos, a single-mother New York police officer, is forced to work in the FBI's anti-corruption task force whilst dealing with her own financial problems."
tt0444978,Shadowhunters,"David Simmons, Ted Taylor, William G. Smith, Rebecca Taylor","John Johnson (screenplay), John Johnson (story), Lincoln L. Lilley (screenplay), Lincoln L. Lilley (story), William G. Smith",Horror,"Four demon hunters enter an abandoned hospital to battle with a fallen angel bent on murder, maim, and fun."
tt4145054,Shadowhunters: The Mortal Instruments,"Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario",Ed Decter,"Action, Fantasy, Romance","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters."
tt1661326,Shake It Up,"Bella Thorne, Zendaya, Davis Cleveland, Roshon Fegan",Chris Thompson,"Comedy, Family",Two Chicago teens attempt to realize their dream of becoming professional dancers by landing spots on a popular local show.
tt7526498,Shakespeare & Hathaway: Private Investigators,"Mark Benton, Jo Joyner, Patrick Walshe McBride, Amber Aga","Paul Matthew Thompson, Jude Tindall","Comedy, Drama, Mystery",An oddball couple of private detectives named Luella Shakespeare and Frank Hathaway investigate crime in Stratford-upon-Avon.
tt0972713,Shakugan No Shana,"Satoshi Hino, Rie Kugimiya, Kristian Ayre, Paul Dobson",  ,"Animation, Action, Adventure, Drama, Fantasy, Romance","Yuji is returning from school when suddenly time stops and monsters appear to devour people. He is not frozen, however. When one of the monsters spots him, he is saved by Shana, the great equalizer, who tells him he's a fading spirit."
tt1586680,Shameless,"William H. Macy, Emmy Rossum, Ethan Cutkosky, Jeremy Allen White","Paul Abbott, John Wells","Comedy, Drama","A scrappy, fiercely loyal Chicago family makes no apologies."
tt0805666,Shark,"James Woods, Danielle Panabaker, Sophina Brown, Sarah Carter",Ian Biederman,"Crime, Drama, Mystery","Sebastian Stark is a Los Angeles hot-shot lawyer, who leaves his lucrative career as a defender of rich criminals to try public prosecution under the District Attorney. He forms a trial ..."
tt1442550,Shark Tank,"Kevin O'Leary, Phil Crowley, Robert Herjavec, Mark Cuban",  ,"Family, Reality-TV",Ambitious entrepreneurs present their breakthrough business concepts.
tt2649356,Sharp Objects,"Amy Adams, Patricia Clarkson, Chris Messina, Eliza Scanlen",Marti Noxon,"Crime, Drama, Mystery, Thriller",A reporter confronts the psychological demons from her past when she returns to her hometown to cover a violent murder.
tt0295600,Sharpe: The Legend,"Sean Bean, Simón Andreu, David Ashton, Féodor Atkine",Kate Carysfort,"Drama, War","An overview of Richard Sharpe's career, from being raised in the ranks, to the battle at Waterloo, as depicted by fellow rifleman, Cooper."
tt0983983,Shaun the Sheep,"Justin Fletcher, John Sparkes, Richard Webber, Kate Harbour","David Fine, Alison Snowden, Richard Starzak","Animation, Short, Comedy, Family","Shaun is a sheep who doesn't follow the flock - in fact, he leads them into all sorts of scrapes and scraps, turning peace in the valley into mayhem in the meadow. Shaun and his pals run ..."
tt0323946,She Turned the World on with Her Smile: The Making of 'The Mary Tyler Moore Show',"Edward Asner, Reza Badiyi, James L. Brooks, Allan Burns","Matthew Asner, Danny Gold","Comedy, Documentary","A documentary about the making of the classic TV sitcom ""The Mary Tyler Moore Show,"" with scenes from of the more classic episodes, and interviews with members of the cast and crew."
tt7745956,She-Ra and the Princesses of Power,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Noelle Stevenson,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde."
tt1475582,Sherlock,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves","Mark Gatiss, Steven Moffat","Crime, Drama, Mystery, Thriller",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.
tt2396135,Shetland,"Douglas Henshall, Alison O'Donnell, Steven Robertson, Mark Bonnar",  ,"Crime, Drama, Mystery",DI Jimmy Perez and his team investigate crimes within the close knit island community of Shetland.
tt4494948,Shimmer and Shine,"Eva Bella, Isabella Crovetti, Alina Foley, Dee Bradley Baker",Farnaz Esnaashari,"Animation, Adventure, Family, Fantasy","Follows the magical adventures of fraternal twin genies, Shimmer and Shine, who unintentionally create chaos while attempting to grant wishes for their human best friend, Leah."
tt5355196,Shomin Sample,"Mikaela Krantz, Dallas Reid, Sarah Wiedenheft",  ,"Animation, Comedy, Romance",A private all-girls school forcibly recruits an ordinary male student to help its female graduates adjust to the outside world.
tt4181172,Shooter,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps",John Hlavin,"Action, Drama","A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coaxed back into action to prevent a plot to kill the President."
tt2492296,Show Me a Hero,"Oscar Isaac, Peter Riegert, Natalie Paul, Carla Quevedo",  ,"Drama, History","Yonkers Mayor Nick Wasicsko takes office in 1987 and has to deal with the serious subject of the building of public housing in the white, middle class side of the town."
tt5520392,Shut Eye,"Jeffrey Donovan, KaDee Strickland, Angus Sampson, David Zayas",Leslie Bohem,"Crime, Drama, Fantasy",Charlie is a scammer with a small chain of fortune-telling storefronts and contracts building tricks for a family that controls the business in the greater chunk of LA.
tt0115355,Silent Witness,"Emilia Fox, William Gaminara, Tom Ward, David Caves",  ,"Crime, Drama, Mystery",Crimes through the eyes of a team of forensic pathologists and forensic scientists.
tt2575988,Silicon Valley,"Thomas Middleditch, Josh Brener, Martin Starr, Kumail Nanjiani","John Altschuler, Mike Judge, Dave Krinsky",Comedy,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
tt4426042,Silver Spoon,"Pavel Priluchnyy, Karina Razumovskaya, Denis Shvedov, Alexander Diachenko",  ,Drama,The aimless pleasure loving son of a rich and powerful Russian arrested for street racing through Moscow's streets while high on drugs. To avoid a lengthy sentence his father pulls strings ...
tt5615700,Siren,"Alex Roe, Eline Powell, Fola Evans-Akingbola, Ian Verdun","Eric Wald, Dean White","Drama, Fantasy",A mermaid-obsessed town is turned upside down when a mysterious girl appears and begins wreaking havoc.
tt8565136,Sirius the Jaeger,"Yûto Uemura, Ken'yû Horiuchi, Nanako Mori, Yûsuke Kobayashi",  ,"Animation, Action, History, Horror","Imperial Capital, 1930. A strange group of people carrying musical instrument cases landed on Tokyo station. They are called the ""Jaegers"", who came to hunt vampires. Amongst them, there ..."
tt1721666,Sister Wives,"Meri Brown, Kody Brown, Christine Brown, Janelle Brown",  ,Reality-TV,"Kody Brown, with his four wives Meri, Janelle, Robyn and Christine and their combined 17 children, attempt to navigate life as a ""normal"" family in a society that shuns their lifestyle. ..."
tt5541338,Six,"Barry Sloane, Kyle Schmid, Juan Pablo Raba, Edwin Hodge","William Broyles Jr., David Broyles","Action, Drama, History, War",Navy SEAL Team Six attempt to eliminate a Taliban leader in Afghanistan when they discover an American citizen working with the enemy.
tt0248654,Six Feet Under,"Peter Krause, Michael C. Hall, Frances Conroy, Lauren Ambrose",Alan Ball,"Comedy, Drama",A drama series that takes a darkly comical look at members of a dysfunctional California family that runs an independent funeral home.
tt0840196,Skins,"Kaya Scodelario, Hannah Murray, Nicholas Hoult, Joe Dempsie","Jamie Brittain, Bryan Elsley",Drama,The story of a group of British teens who are trying to grow up and find love and happiness despite questionable parenting and teachers who more want to be friends (and lovers) rather than authority figures.
tt0965547,Slam Dunk,Michael C. Pizzuto,  ,"Animation, Comedy, Sport","About Sakuragi Hanamichi, a freshman of Shohoku High School who joins the basketball team because of the girl he has a crush on, Haruko. Although he is newbie in this sport, he is no ordinary basketball player."
tt4667888,Slasher,"Christopher Jacot, Jim Watson, Paula Brancati, Katie McGrath",Aaron Martin,"Drama, Horror, Mystery","A young woman returns to the small town where her parents were murdered, only to find the past re-emerging as a new series of murders begins."
tt2647544,Sleepy Hollow,"Tom Mison, Lyndie Greenwood, Nicole Beharie, Orlando Jones","Phillip Iscove, Alex Kurtzman, Roberto Orci, Len Wiseman","Adventure, Drama, Fantasy, Horror, Mystery, Thriller",Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.
tt0112167,Sliders,"Cleavant Derricks, Jerry O'Connell, Kari Wuhrer, Sabrina Lloyd","Tracy Tormé, Robert K. Weiss","Adventure, Fantasy, Sci-Fi","A boy genius and his comrades travel to different parallel universes, trying to find their way back home."
tt0279600,Smallville,"Tom Welling, Allison Mack, Kristin Kreuk, Michael Rosenbaum","Alfred Gough, Miles Millar","Adventure, Drama, Romance, Sci-Fi","A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas."
tt6274614,SMILF,"Frankie Shaw, Miguel Gomez, Samara Weaving, Anna Chanel Reimer",Frankie Shaw,Comedy,"A single, 20-something mom struggles to find a happy work-life balance."
tt5011816,Sneaky Pete,"Giovanni Ribisi, Marin Ireland, Shane McRae, Libe Barer","Bryan Cranston, David Shore","Crime, Drama","A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate, Pete, reuniting with his estranged family, that threatens to drag him into a world just as dangerous as the one he's escaping."
tt4542568,Snow White with the Red Hair,"Saori Hayami, Ryôta Ôsaka, Yuichiro Umehara, Kaori Nazuka",  ,"Animation, Drama, Fantasy, Romance","Shirayuki was a young girl born with unique apple-red hair. She meets a famous but foolish Prince Raji, who falls in love with her at first sight and orders her to become his concubine. ..."
tt6439752,Snowfall,"Isaiah John, Damson Idris, Carter Hudson, Sergio Peris-Mencheta","Eric Amadio, John Singleton, Dave Andron","Crime, Drama",A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.
tt2136138,Sofia the First,"Ariel Winter, Darcy Rose Byrnes, Travis Willingham, Sara Ramirez",Craig Gerber,"Animation, Family, Fantasy, Musical","Sofia, is a little girl with a commoner's background until her mom marries the King and suddenly she is royalty. With the help of the three fairies in charge of the Royal Training Academy, ..."
tt1124373,Sons of Anarchy,"Charlie Hunnam, Katey Sagal, Mark Boone Junior, Kim Coates",Kurt Sutter,"Crime, Drama, Thriller",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.
tt1214085,Soul Eater,"Laura Bailey, Chiaki Omigawa, Micah Solusod, Brittney Karbowski",  ,"Animation, Action, Adventure, Comedy, Fantasy, Horror","Set in the Shinigami technical school for weapon meisters, the series revolves around 3 duo's. These pairs are a partnership between a weapon meister and a human weapon. Trying to reach a ..."
tt4384306,Sound! Euphonium,"Tomoyo Kurosawa, Ayaka Asai, Moe Toyota, Chika Anzai",  ,"Animation, Comedy, Drama, Music","Kumiko, a girl with absolutely no ambition, decides to change herself now that she has started her high school life and try to leave her hobby, playing euphonium in orchestra aside but she totally cannot forget it anyway."
tt0121955,South Park,"Trey Parker, Matt Stone, Mona Marshall, April Stewart","Trey Parker, Matt Stone, Brian Graden","Animation, Comedy","Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
tt1299368,Southland,"Michael Cudlitz, Shawn Hatosy, Regina King, Ben McKenzie",Ann Biderman,"Crime, Drama, Thriller",The lives of Police Officers working for the Los Angeles Police Department.
tt0108937,Space Ghost Coast to Coast,"George Lowe, C. Martin Croker","Mike Lazzo, Khaki Jones","Animation, Comedy, Sci-Fi, Talk-Show","Space Ghost in his 40s is no longer a superhero, and now he even goes by his real name Tad Ghostal. However, to remain in the spot-light he has started his own late-night talk show filmed ..."
tt0072564,Space: 1999,"Martin Landau, Barbara Bain, Nick Tate, Zienia Merton",  ,"Adventure, Drama, Sci-Fi",The crew of Moonbase Alpha must struggle to survive when a massive explosion throws the Moon from orbit into deep space.
tt6844328,Sparta,"Nikolay Kudryashov, Denis Nikiforov, Vladimir Epifantsev, Maksim Konovalov",  ,Sport,"Rectangular ring and two teams of fighters opposite each other. When the forces are over, the comrade is replaced by the one behind him... This is Sparta! A new spectacular kind of martial ..."
tt1442449,Spartacus,"Manu Bennett, Daniel Feuerriegel, Peter Mensah, Lucy Lawless",Steven S. DeKnight,"Action, Adventure, Biography, Drama, History, Romance","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome."
tt0479162,Special,"Michael Rapaport, Paul Blackthorne, Josh Peck, Robert Baker","Hal Haberman, Jeremy Passmore","Comedy, Drama, Sci-Fi","A lonely comic book fan, Les Franken, has a reaction to medication and becomes convinced he's a superhero."
tt5592146,Speechless,"Minnie Driver, John Ross Bowie, Cedric Yarbrough, Mason Cook",Scott Silveri,Comedy,The family of a special-needs teen is good at dealing with the challenges he faces - and excellent at creating new ones.
tt0145487,Spider-Man,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco","Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book), David Koepp (screenplay)","Action, Adventure, Sci-Fi","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family."
tt0244870,Spiral,"Eriko Hatsune, Fhi Fan, Hinako Saeki, Eun-Kyung Shin","Junji Ito (manga), Kengo Kaji (supervising screenwriter), Takao Nitta, Chika Yasuo","Drama, Fantasy, Horror",The inhabitants of a small Japanese town become increasingly obsessed with and tormented by spirals.
